run_id,run_kind,current_combined_objective,direct_permeability_objective,current_nmr_objective_from_summary,current_nmr_rmse_normalized_residual,label_bias_combined_objective,label_bias_objective,label_bias_rmse_normalized_residual,trend_anomaly_combined_objective,trend_anomaly_objective,trend_anomaly_rmse_normalized_residual,active_nmr_rows,active_nmr_label_groups,combined_active_component_count,ert_residual_mae_log10,ert_residual_rmse_log10,ert_residual_mean_log10,ert_compared_rows,ert_compared_output_times,taupe_trend_mae,taupe_trend_rmse,taupe_trend_residual_mean,taupe_compared_rows,taupe_compared_series,active_objective_rank,active_objective_normalized_loss,nmr_label_bias_rank,nmr_label_bias_normalized_loss,nmr_trend_anomaly_rank,nmr_trend_anomaly_normalized_loss,ert_mae_rank,ert_normalized_loss,taupe_mae_rank,taupe_normalized_loss,mean_rank_all_streams,mean_rank_diagnostics_only,worst_rank_all_streams,worst_rank_diagnostics_only,rank_spread_all_streams,mean_normalized_loss_all_streams,mean_normalized_loss_diagnostics_only,top10_stream_count,top10_diagnostic_stream_count,pareto_all_streams,pareto_diagnostics_only
production_sampler_round4_006_length_0p004m_shift_0p967,production_sampler_round,3156.9412683334226,270.36339469849605,2886.5778736349266,5.483476955092497,506.1825126040951,235.81911790559903,1.567306334080862,506.1825126040951,235.81911790559903,1.567306334080862,192,17,2,0.2541882969281145,0.2999731613926972,0.1573159688437492,162800,80,1.863371510857977,2.354453732433669,-0.4842445050280567,1860,12,26.0,0.002977785675702717,38.0,0.004625533475897482,38.0,0.004625533475897482,26.0,0.0059180852633511855,42.0,0.908230578749145,34.0,36.0,42.0,42.0,16.0,0.18527550332799878,0.2308499327410728,0,0,False,False
regularized_ogs_candidate_001_length_0p025m,regularized_ogs,3166.611452441739,269.97395938140704,2896.637493060332,5.493023504353359,505.7334249191236,235.75946553771652,1.5671080900875602,505.7334249191236,235.75946553771652,1.5671080900875602,192,17,2,0.2548674915010115,0.3002892724079505,0.1574885008211181,162800,80,1.8525878514054863,2.3385211817415708,-0.4677519091852457,1860,12,49.0,0.05193335851305552,27.0,0.0009696986470305524,27.0,0.0009696986470305524,58.0,0.04050808986453973,9.0,0.6157587714252208,34.0,30.25,58.0,58.0,49.0,0.14202792341937545,0.1645515646459554,1,1,True,True
local_refined_002_length_0p019m,local_smooth,3164.958854077439,269.8180571059851,2895.1407969714537,5.4916041950526,505.6143506937007,235.79629358771564,1.5672304844976392,505.6143506937008,235.79629358771567,1.5672304844976392,192,17,2,0.254811621620289,0.3002758325621492,0.1577495996107673,162800,80,1.866222894502052,2.3563838377622366,-0.4991710352191158,1860,12,47.0,0.04356703387143842,2.0,3.6522932857349906e-07,2.0,3.65229329498976e-07,55.0,0.03766274994520344,64.0,0.9855651173100707,34.0,30.75,64.0,64.0,62.0,0.21335912631707413,0.25580714942848304,2,2,True,True
production_sampler_round5_006_length_0p003m_shift_0p964,production_sampler_round,3157.045427945438,270.46437127304176,2886.581056672396,5.483479978414327,506.2834687707359,235.81909749769412,1.5673062662631216,506.2834687707359,235.8190974976941,1.5673062662631216,192,17,2,0.2541890311647075,0.2999738233514502,0.1573170509378331,162800,80,1.863385905405229,2.3544701508816903,-0.4842737657040472,1860,12,28.0,0.0035050965744002874,40.0,0.005447375362338291,40.0,0.005447375362338291,27.0,0.005955478446604776,43.0,0.9086209841833112,35.6,37.5,43.0,43.0,16.0,0.18579526198579857,0.23136780333864812,0,0,False,False
continuous_proposed_003_length_0p007m_shift_0p972,continuous_proposed,3158.156564197561,270.2111662517047,2887.9453979458567,5.48477570753226,506.0240551622829,235.8128889105782,1.5672856343006496,506.0240551622829,235.81288891057815,1.5672856343006496,192,17,2,0.2542613882282711,0.3000037272641455,0.1573695846963275,162800,80,1.8633703535375865,2.354348981198209,-0.4847693334787928,1860,12,35.0,0.009130254390810614,34.0,0.0033355977816976893,34.0,0.0033355977816976893,35.0,0.009640477210535882,41.0,0.9081991901850192,35.8,36.0,41.0,41.0,7.0,0.18672822346995221,0.23112771573973762,0,0,False,False
broad_continuous_001_003_length_0p021m,broad_continuous,3169.3095993832085,269.8300319778216,2899.479567405387,5.495717620154148,505.614305828437,235.78427385061545,1.5671905391317007,505.614305828437,235.78427385061545,1.5671905391317007,192,17,2,0.2551414513252906,0.3005116562683941,0.1580455408909548,162800,80,1.8661605527210643,2.355809077780428,-0.4990294103666201,1860,12,56.0,0.06559280156392731,1.0,0.0,1.0,0.0,60.0,0.05446030909670256,62.0,0.9838742985821977,36.0,31.0,62.0,62.0,61.0,0.2207854818485655,0.25958365191972504,2,2,True,True
production_sampler_001_length_0p004m_shift_0p954,production_sampler,3157.461681147704,270.8696911370958,2886.591990010608,5.483490363136467,506.6887194138129,235.81902827671712,1.5673060362340865,506.6887194138129,235.81902827671712,1.5673060362340865,192,17,2,0.2541915360176966,0.2999760820458262,0.1573207355164934,162800,80,1.8634348079574783,2.354525930751409,-0.4843732131883418,1860,12,29.0,0.005612389851763149,42.0,0.008746351185902957,42.0,0.008746351185902957,28.0,0.006083045538388246,44.0,0.9099473073950272,37.0,39.0,44.0,44.0,16.0,0.1878270890313969,0.23338076382630532,0,0,False,False
production_sampler_round3_001_length_0p028m,production_sampler_round,3167.358207564513,270.404201595415,2896.954005969098,5.4933236049630985,506.1825481450912,235.77834654967623,1.5671708404720257,506.1825481450912,235.77834654967623,1.5671708404720253,192,17,2,0.2547575850943452,0.3001447619514534,0.1572750406465755,162800,80,1.85124129887896,2.3364941444279044,-0.4639509254012805,1860,12,52.0,0.05571382684697254,39.0,0.004625822800266908,39.0,0.004625822800266908,51.0,0.03491077907321205,7.0,0.5792378990047915,37.6,34.0,52.0,51.0,45.0,0.135822830105102,0.15585008091963434,1,1,True,True
production_sampler_002_length_0p005m_shift_0p952,production_sampler,3157.527291002184,270.9337622544507,2886.593528747733,5.483491824660836,506.7527808966749,235.8190186422242,1.567306004217588,506.7527808966749,235.8190186422242,1.567306004217588,192,17,2,0.2541918864486402,0.2999763980892154,0.1573212501342961,162800,80,1.863441624299229,2.3545337058932714,-0.4843870797886696,1860,12,30.0,0.005944541543382303,43.0,0.009267848897982319,43.0,0.009267848897982319,29.0,0.006100892276915171,45.0,0.9101321785697876,38.0,40.0,45.0,45.0,16.0,0.18814266203720992,0.23369219216066683,0,0,False,False
broad_continuous_001_002_length_0p022m_shift_0p998,broad_continuous,3169.3006202009697,269.84272319037007,2899.4578970105995,5.49569708291803,505.6280285155194,235.78530532514927,1.5671939670858568,505.6280285155194,235.78530532514932,1.5671939670858568,192,17,2,0.2551446350370494,0.3005146081876095,0.1580422727362301,162800,80,1.8662999903870323,2.355989731249021,-0.4995205778041549,1860,12,55.0,0.06554734420704676,5.0,0.0001117106504149319,5.0,0.0001117106504149319,61.0,0.05462244909131012,65.0,0.9876560932831865,38.2,34.0,65.0,65.0,60.0,0.22160986157647464,0.26062549091883164,2,2,False,False
production_sampler_003_length_0p003m_shift_0p950,production_sampler,3157.6164180251667,271.0208592729672,2886.5955587521994,5.483493752800497,506.8398652448418,235.8190059718746,1.567305962112597,506.83986524484175,235.81900597187456,1.567305962112597,192,17,2,0.2541923479773977,0.2999768143502958,0.1573219275885686,162800,80,1.863450592221138,2.354543935281476,-0.4844053249616807,1860,12,31.0,0.006395749546925061,45.0,0.009976766117785309,45.0,0.009976766117784846,30.0,0.006124397002191531,46.0,0.9103754043819692,39.4,41.5,46.0,46.0,16.0,0.1885698166333312,0.2341133334049327,0,0,False,False
production_sampler_004_length_0p007m_shift_0p951,production_sampler,3157.9479263226312,270.9671461798792,2886.980780142752,5.483859631666399,506.7833286935352,235.81618251365597,1.567296579416475,506.7833286935351,235.81618251365592,1.5672965794164748,192,17,2,0.2542372432147717,0.3000111390577039,0.1573607334103436,162800,80,1.863463836323036,2.354496414614885,-0.4848788726264581,1860,12,34.0,0.008074019414481734,44.0,0.00951652572312002,44.0,0.009516525723119094,33.0,0.008410820553419702,47.0,0.9107346077150841,40.4,42.0,47.0,47.0,14.0,0.1892504998258449,0.23454461992868572,0,0,False,False
production_sampler_round3_002_length_0p028m_shift_1p050,production_sampler_round,3167.879479569597,271.09126073611066,2896.7882188334866,5.493166416513838,506.8737557705009,235.78249503439025,1.5671846274795551,506.8737557705009,235.78249503439025,1.5671846274795551,192,17,2,0.2547140189867687,0.300099726520727,0.1571991129500656,162800,80,1.8506463001555136,2.335650786761113,-0.4622688269333644,1860,12,53.0,0.05835278070008664,48.0,0.01025265469861116,48.0,0.01025265469861116,49.0,0.032692045411811796,4.0,0.5631004873247892,40.4,37.25,53.0,49.0,49.0,0.134930124566782,0.15407446053345583,1,1,True,True
local_bracketed_003_length_0p031m,local_smooth,3219.345218679995,271.3861777595394,2947.959040920456,5.541471526251375,506.5840584903401,235.19788073080068,1.5652405324036218,506.58405849034006,235.19788073080065,1.5652405324036218,192,17,2,0.2634362231147517,0.3102634485950932,0.1663776003885998,162800,80,1.8320808005603844,2.321319519720716,-0.4611706376525547,1860,12,62.0,0.31889949950355656,41.0,0.007894350425121616,41.0,0.007894350425121153,63.0,0.4768962439709614,3.0,0.0595714910335597,42.0,37.0,63.0,63.0,60.0,0.1742311870716641,0.13806410896369098,1,1,True,True
production_sampler_005_length_0p007m_shift_0p950,production_sampler,3158.9988954862133,271.035882236753,2887.9630132494603,5.484792434967971,506.8486280351014,235.8127457983484,1.5672851587164334,506.8486280351014,235.8127457983484,1.5672851587164334,192,17,2,0.254267226277401,0.3000091587524813,0.1573785859396563,162800,80,1.8634785130087368,2.354472054010756,-0.4849946196213434,1860,12,37.0,0.013394579691437173,46.0,0.010048100324669912,46.0,0.010048100324669912,36.0,0.009937797233874642,48.0,0.9111326652401144,42.6,44.0,48.0,48.0,12.0,0.19091224856295322,0.23529166578083222,0,0,False,False
production_sampler_round4_001_length_0p029m_shift_0p954,production_sampler_round,3169.222932457921,272.10573144525995,2897.117201012661,5.4934783313684985,507.880420810641,235.77468936538105,1.5671586861438291,507.880420810641,235.77468936538108,1.5671586861438291,192,17,2,0.2548093828770709,0.3001960592913793,0.1573517189658226,162800,80,1.8518972702176648,2.3373790372521106,-0.4657813511103805,1860,12,54.0,0.06515404787258405,52.0,0.018447493341270205,52.0,0.018447493341270205,54.0,0.03754873528533334,8.0,0.5970289952304237,44.0,41.5,54.0,54.0,46.0,0.14732535301417632,0.16786817929957437,1,1,False,False
production_sampler_006_length_0p008m_shift_0p948,production_sampler,3159.1421943189075,271.15622163249884,2887.985972686409,5.484814237098958,506.96843200024966,235.81221036775085,1.5672833793959338,506.96843200024966,235.81221036775085,1.5672833793959338,192,17,2,0.2542769259256769,0.300018871104186,0.1573934486534139,162800,80,1.863579606841212,2.354594724119007,-0.4853452127822347,1860,12,39.0,0.01412003397057912,49.0,0.011023374247964344,49.0,0.011023374247964344,37.0,0.010431780684099319,49.0,0.913874507749478,44.6,46.0,49.0,49.0,12.0,0.19209461418001703,0.2365882592323765,0,0,False,False
production_sampler_round2_006_length_0p026m_shift_1p107,production_sampler_round,3171.354418682823,275.10755466664364,2896.24686401618,5.492653108183258,510.8760849023005,235.7685302356569,1.5671382166084646,510.8760849023006,235.76853023565693,1.5671382166084649,192,17,2,0.254754928077737,0.3001772638823933,0.1572991316017181,162800,80,1.850754570480721,2.3361845717373693,-0.4634751270827467,1860,12,57.0,0.0759447554709285,56.0,0.04283394055050363,56.0,0.04283394055050455,50.0,0.034775462596356,5.0,0.5660369689368474,44.8,41.75,57.0,56.0,52.0,0.152485013621028,0.1716200781585529,1,1,False,False
production_sampler_round3_004_length_0p010m_shift_0p950,production_sampler_round,3158.96214224312,271.035882236753,2887.926260006366,5.484757534148584,506.8508825876941,235.8150003509411,1.5672926509288674,506.8508825876941,235.8150003509411,1.5672926509288674,192,17,2,0.2543194765399609,0.3000501357916321,0.1574645002953025,162800,80,1.865036976653827,2.356186612711375,-0.4896426426342576,1860,12,36.0,0.013208515388099569,47.0,0.010066453693439064,47.0,0.010066453693439064,43.0,0.012598797327928879,58.0,0.9534009398398754,46.2,48.75,58.0,58.0,22.0,0.19986823198855638,0.2465331611386706,0,0,False,False
optimizer_proposed_003_length_0p025m_shift_1p125,optimizer_proposed,3173.394559307052,277.0195396568697,2896.3750196501824,5.492774628669564,512.7876152075626,235.76807555069288,1.5671367054769187,512.7876152075626,235.76807555069288,1.5671367054769187,192,17,2,0.2547864428526561,0.3002040146106512,0.1573428500905233,162800,80,1.8510803833817504,2.3365704052680303,-0.4644206535917951,1860,12,60.0,0.08627302345519501,57.0,0.05839490848676538,57.0,0.05839490848676538,52.0,0.036380446282855146,6.0,0.5748735877519513,46.4,43.0,60.0,57.0,54.0,0.16286337489270644,0.1820109627520843,1,1,False,False
production_sampler_round3_003_length_0p008m_shift_0p934,production_sampler_round,3160.012660206409,271.96604510856247,2888.0466150978464,5.484871822319026,507.77693324954873,235.81088814098624,1.567278985418765,507.77693324954873,235.81088814098624,1.567278985418765,192,17,2,0.2543086067616134,0.3000473097925926,0.1574377534197225,162800,80,1.8638537845145453,2.3549134047452536,-0.4860486786448801,1860,12,42.0,0.01852679145116847,50.0,0.01760504443239043,50.0,0.01760504443239043,42.0,0.012045221522028405,50.0,0.921310688389356,46.8,48.0,50.0,50.0,8.0,0.19741855804546676,0.24214149969404133,0,0,False,False
production_sampler_round5_001_length_0p009m_shift_0p933,production_sampler_round,3159.915044111669,272.0253102166674,2887.889733895002,5.484722848793085,507.84151220826425,235.81620199159687,1.5672966441442413,507.84151220826425,235.81620199159687,1.5672966441442413,192,17,2,0.2543021606127255,0.3000363086691617,0.157464412424028,162800,80,1.864423334960399,2.355489619274105,-0.4878297213983055,1860,12,41.0,0.018032607288529554,51.0,0.018130754698747687,51.0,0.018130754698747687,38.0,0.01171693220908353,53.0,0.9367578980304652,46.8,48.25,53.0,53.0,15.0,0.20055378938511473,0.24618408490926103,0,0,False,False
broad_continuous_loop_001_002_length_0p016m_shift_0p968,broad_continuous,3165.332100478336,270.3027163120499,2895.029384166286,5.491498528185679,506.0878958824278,235.7851795703779,1.5671935491587403,506.0878958824277,235.78517957037784,1.5671935491587403,192,17,2,0.2548251960603084,0.3002860680425877,0.157849394969727,162800,80,1.8662205450787253,2.3566394851675048,-0.4985007517659128,1860,12,48.0,0.04545660403481181,36.0,0.003855298356921797,36.0,0.0038552983569208714,56.0,0.03835406869459767,63.0,0.9855013968180079,47.8,47.75,63.0,63.0,27.0,0.215404533252252,0.25789151555661205,0,0,False,False
production_sampler_round5_002_length_0p009m_shift_0p929,production_sampler_round,3160.191870096294,272.3062065685393,2887.885663527755,5.484718983540917,508.1224462676609,235.8162396991216,1.5672967694513111,508.1224462676609,235.8162396991216,1.5672967694513111,192,17,2,0.2543029583049674,0.3000372566782332,0.1574657096971158,162800,80,1.8644443356140408,2.355512448457309,-0.4878838726412552,1860,12,43.0,0.01943404644437131,53.0,0.020417721260795385,53.0,0.020417721260795385,39.0,0.01175755706007565,54.0,0.937327472686701,48.4,49.75,54.0,54.0,15.0,0.20187090374254776,0.24748011806709186,0,0,False,False
production_sampler_round5_004_length_0p009m_shift_0p913,production_sampler_round,3161.7621112225206,273.4893359862264,2888.2727752362944,5.4850865756198175,509.3009765198127,235.81164053358629,1.5672814857447244,509.3009765198127,235.81164053358629,1.5672814857447244,192,17,2,0.254305658641731,0.3000327746507773,0.1574700987418427,162800,80,1.8644564459733604,2.355564805001648,-0.4875122738928476,1860,12,46.0,0.027383435304617856,55.0,0.030011642641567943,55.0,0.030011642641567943,40.0,0.011895079744744215,55.0,0.9376559269274108,50.2,51.25,55.0,55.0,15.0,0.20739154545198177,0.25239357298882276,0,0,False,False
adaptive_combined_001_length_0p050m,adaptive_combined,3276.565238233279,291.2907414698871,2985.274496763392,5.576433388940044,527.116844011138,235.8261025412509,1.5673295446304083,527.116844011138,235.8261025412509,1.5673295446304083,192,17,2,0.2687280860557519,0.3170967057490256,0.1712588706129538,162800,80,1.829884354078035,2.315263781875883,-0.4520628305956585,1860,12,63.0,0.6085774212079113,62.0,0.17504316111973825,62.0,0.17504316111973825,65.0,0.7464001104363588,1.0,0.0,50.6,47.5,65.0,65.0,64.0,0.3410127707767493,0.2741216081689588,1,1,True,True
production_sampler_round5_003_length_0p010m_shift_0p926,production_sampler_round,3160.4202326708323,272.4667094889542,2887.953523181878,5.484783423236621,508.2814418581012,235.81473236914692,1.5672917603875207,508.2814418581012,235.81473236914692,1.5672917603875207,192,17,2,0.2543260048301,0.3000563211095354,0.1574738924596435,162800,80,1.865136142757208,2.3563028281621627,-0.4898290976503188,1860,12,44.0,0.020590138254610035,54.0,0.02171203779767541,54.0,0.02171203779767541,44.0,0.012931269928505872,59.0,0.9560904989463052,51.0,52.75,59.0,59.0,15.0,0.20660719654495438,0.25311146111754046,0,0,False,False
regularized_ogs_candidate_002_length_0p025m_shift_0p750,regularized_ogs,3198.4872116155457,301.1610315167709,2897.326180098775,5.493676459593845,536.9025241766835,235.7414926599126,1.5670483555208998,536.9025241766835,235.74149265991267,1.5670483555209,192,17,2,0.2550732151323712,0.3005151128333857,0.1578515426733093,162800,80,1.856246237082688,2.343358363151511,-0.4767413930804388,1860,12,61.0,0.21330526544884895,63.0,0.2547042864868758,63.0,0.2547042864868758,59.0,0.05098517793217891,11.0,0.7149806242306717,51.4,49.0,63.0,63.0,52.0,0.29773592811709026,0.31884359378415056,0,0,False,False
adaptive_combined_002_length_0p050m_shift_0p750,adaptive_combined,3300.912191399192,329.3994802038824,2971.5127111953093,5.563565170669296,565.2154872735724,235.81600706969,1.5672959963929185,565.2154872735723,235.81600706969,1.5672959963929185,192,17,2,0.2658405937484086,0.3129879021764657,0.1686735580096947,162800,80,1.830476209348946,2.317244056562122,-0.4544861608303152,1860,12,65.0,0.731834540796402,64.0,0.48518826558907613,64.0,0.4851882655890752,64.0,0.5993459728114311,2.0,0.016052155719508427,51.8,48.5,65.0,64.0,63.0,0.46352184010109854,0.39644366492727273,1,1,True,True
local_bracketed_002_length_0p013m_shift_1p125,local_smooth,3167.2098371738107,277.42946417328494,2889.7803730005257,5.486517919903492,513.2346873520379,235.80522317875293,1.5672601596773938,513.2346873520379,235.80522317875293,1.5672601596773938,192,17,2,0.254369623205581,0.3000416358504674,0.1574123344311089,162800,80,1.8642668268320768,2.355019234309789,-0.4896753710792632,1860,12,50.0,0.054962697666020015,61.0,0.06203433564427649,61.0,0.06203433564427649,45.0,0.015152665488468704,52.0,0.9325131223721718,53.8,54.75,61.0,61.0,16.0,0.2253394313630427,0.2679336147872984,0,0,False,False
regularized_ogs_candidate_003_length_0p025m_shift_0p500,regularized_ogs,3289.6453640522564,392.7190805671872,2896.926283485069,5.493297320641718,628.4556556141176,235.73657504693043,1.5670320109702691,628.4556556141176,235.73657504693043,1.5670320109702691,192,17,2,0.2551892684920937,0.3006918626265272,0.1581530997110312,162800,80,1.8615981820429024,2.3501081446738854,-0.4884648658115559,1860,12,64.0,0.6747959176791399,66.0,1.0,66.0,1.0,62.0,0.05689554059845217,12.0,0.860134782900858,54.0,51.5,66.0,66.0,54.0,0.7183652482356899,0.7292575808748275,0,0,False,False
adaptive_combined_003_length_0p075m,adaptive_combined,3353.8828587143416,334.0021211435035,3019.880737570838,5.6086621413990425,572.1579819450624,238.15586080155896,1.5750524488673086,572.1579819450625,238.15586080155904,1.5750524488673088,192,17,2,0.2737076652915692,0.3227421857084396,0.1766407588806262,162800,80,1.862538039063356,2.349015657346396,-0.4822596300711442,1860,12,66.0,1.0,65.0,0.5417042081735757,65.0,0.5417042081735767,66.0,1.0,13.0,0.8856253580260425,55.0,52.25,66.0,66.0,53.0,0.7938067548746389,0.7422584435932986,0,0,False,False
local_bracketed_001_length_0p013m_shift_0p875,local_smooth,3167.3446884169725,277.42946417328494,2889.915224243688,5.486645932249661,513.2323700294603,235.8029058561753,1.5672524587108356,513.2323700294603,235.8029058561753,1.5672524587108356,192,17,2,0.2544375319888806,0.3001069419750071,0.1575285867191673,162800,80,1.8653369783151752,2.3562888918310705,-0.4918064686081445,1860,12,51.0,0.05564538579096894,60.0,0.06201547129133964,60.0,0.06201547129133964,47.0,0.01861112234388059,60.0,0.9615375124459776,55.6,56.75,60.0,60.0,13.0,0.2319649926327013,0.2760448943431344,0,0,False,False
optimizer_proposed_001_length_0p019m_shift_1p125,optimizer_proposed,3172.692798165477,277.42946417328494,2895.263333992192,5.491720410073574,513.2282773305137,235.79881315722875,1.5672388576903222,513.2282773305137,235.79881315722872,1.5672388576903222,192,17,2,0.2547871673143442,0.3002451214609197,0.1576778011505678,162800,80,1.8656652164396208,2.3556707521811093,-0.4981202098557397,1860,12,59.0,0.08272033838777729,59.0,0.061982154342659745,59.0,0.061982154342659745,53.0,0.03641734164999174,61.0,0.9704399075848604,58.2,58.0,61.0,61.0,8.0,0.24270837926158978,0.2827053894800429,0,0,False,False
optimizer_proposed_002_length_0p019m_shift_0p875,optimizer_proposed,3172.373457220063,277.42946417328494,2894.943993046778,5.491417539600979,513.2231204678221,235.79365629453724,1.5672217200303098,513.2231204678221,235.79365629453724,1.5672217200303098,192,17,2,0.2548318226333746,0.3003066276106138,0.157819224502768,162800,80,1.866755119678178,2.3570886861435048,-0.5000805274498182,1860,12,58.0,0.08110366607439973,58.0,0.06194017448245315,58.0,0.06194017448245315,57.0,0.03869154664568438,66.0,1.0,59.4,59.75,66.0,66.0,9.0,0.24873511233699808,0.29064297390264765,0,0,False,False
